OrderNo,OrderedQuantity,Price,OrderLineNumber,TotalSales,OrderDate,OrderStatus,Month,Quarter,Year,ProductLine,MSRP,ProductCode,CustomerName,CustomerPhone,CustomerAddress,City,State,PostalCode,Country,Geography,SalesContactFName,SalesContactLName,AvgDealSize
10357,49,100,8,5960.36,2004-12-10,Shipped,12,4,2004,TrucksandBuses,136,S121666,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10321,28,100,8,4232.76,2004-11-04,Shipped,11,4,2004,ClassicCars,141,S183685,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Medium
10390,41,44.56,11,1826.96,2005-03-04,Shipped,3,1,2005,Motorcycles,40,S322206,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10416,41,100,3,5642.83,2005-05-10,Shipped,5,2,2005,Planes,118,S7002834,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Medium
10310,45,100,5,5497.65,2004-10-16,Shipped,10,4,2004,ClassicCars,140,S243856,TomsSpezialittenLtd,02215554327,Mehrheimerstr369,Koln,"",50739,Germany,EMEA,Henriette,Pfalzheim,Medium
10381,40,68.08,4,2723.2,2005-02-17,Shipped,2,1,2005,VintageCars,62,S182957,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Small
10281,36,77.57,12,2792.52,2004-08-19,Shipped,8,3,2004,TrucksandBuses,64,S323522,DiecastClassicsInc,2155551555,7586PomptonSt,Allentown,PA,70267,USA,NA,Kyung,Yu,Small
10267,44,96.74,4,4256.56,2004-07-07,Shipped,7,3,2004,ClassicCars,85,S243191,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10328,33,64,13,2112,2004-11-12,Shipped,11,4,2004,Planes,80,S7003167,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Small
10312,38,100,5,4457.02,2004-10-21,Shipped,10,4,2004,VintageCars,104,S183136,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10420,39,100,9,3933.93,2005-05-29,InProcess,5,2,2005,ClassicCars,90,S242766,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Medium
10264,20,100,2,2410.6,2004-06-30,Shipped,6,2,2004,ClassicCars,148,S184721,Gifts4AllAgescom,6175559555,8616SpinnakerDr,Boston,MA,51003,USA,NA,Juri,Yoshido,Small
10361,25,62.46,1,1561.5,2004-12-17,Shipped,12,4,2004,Planes,72,S244278,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Small
10253,31,100,3,4029.38,2004-06-01,Cancelled,6,2,2004,ClassicCars,141,S183685,UKCollectablesLtd,1715552282,BerkeleyGardens12Brewery,Liverpool,"",WX16LT,UK,EMEA,Elizabeth,Devon,Medium
10129,41,94.71,4,3883.11,2003-06-12,Shipped,6,2,2003,VintageCars,88,S243151,StylishDeskDecorsCo,1715550297,35KingGeorge,London,"",WX36FW,UK,EMEA,Ann,Brown,Medium
10380,34,100,3,3441.82,2005-02-16,Shipped,2,1,2005,ClassicCars,73,S241046,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10197,50,78.79,7,3939.5,2003-11-26,Shipped,11,4,2003,Ships,72,S7002610,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Medium
10153,43,64.67,1,2780.81,2003-09-28,Shipped,9,3,2003,Ships,66,S7001138,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10328,20,72.98,2,1459.6,2004-11-12,Shipped,11,4,2004,VintageCars,65,S243420,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Small
10392,36,100,1,4035.96,2005-03-10,Shipped,3,1,2005,VintageCars,99,S183320,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Medium
10163,40,100,3,4900.8,2003-10-20,Shipped,10,4,2003,VintageCars,104,S183136,ClassicLegendsInc,2125558493,5905PomptonSt,NYC,NY,10022,USA,NA,Maria,Hernandez,Medium
10113,49,100,4,4916.66,2003-03-26,Shipped,3,1,2003,TrucksandBuses,116,S181097,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10106,39,40.15,6,1565.85,2003-02-17,Shipped,2,1,2003,VintageCars,43,S501341,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Small
10270,28,100,6,4094.72,2004-07-19,Shipped,7,3,2004,TrucksandBuses,136,S121666,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Medium
10373,44,100,14,4627.92,2005-01-31,Shipped,1,1,2005,Ships,66,S7001138,OuluToySuppliesInc,981443655,Torikatu38,Oulu,"",90110,Finland,EMEA,Pirkko,Koskitalo,Medium
10266,22,100,12,2454.54,2004-07-06,Shipped,7,3,2004,ClassicCars,117,S123380,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Small
10198,40,63.67,2,2546.8,2003-11-27,Shipped,11,4,2003,Planes,74,S7004002,CruzSonsCo,6325553587,15McCallumStreetNatWestCenter1303,MakatiCity,"",1227MM,Philippines,Japan,Arnold,Cruz,Small
10333,29,40.25,7,1167.25,2004-11-18,Shipped,11,4,2004,TrucksandBuses,116,S181097,MiniWheelsCo,6505555787,5557NorthPendaleStreet,SanFrancisco,CA,"",USA,NA,Julie,Murphy,Small
10257,37,84.82,2,3138.34,2004-06-14,Shipped,6,2,2004,VintageCars,104,S183136,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Medium
10184,31,60.11,3,1863.41,2003-11-14,Shipped,11,4,2003,ClassicCars,57,S241444,IberiaGiftImportsCorp,955558282,CRomero33,Sevilla,"",41101,Spain,EMEA,JosePedro,Roel,Small
10326,50,86.01,5,4300.5,2004-11-09,Shipped,11,4,2004,VintageCars,87,S184522,VolvoModelReplicasCo,0921123555,Berguvsv„gen8,Lule,"",S-95822,Sweden,EMEA,Christina,Berglund,Medium
10147,31,100,5,3494.94,2003-09-05,Shipped,9,3,2003,ClassicCars,117,S123380,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Medium
10227,47,88.14,14,4142.58,2004-03-02,Shipped,3,1,2004,ClassicCars,90,S242766,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10325,44,100,7,5932.96,2004-11-05,Shipped,11,4,2004,Trains,58,S501514,BaaneMiniImports,07989555,ErlingSkakkesgate78,Stavern,"",4110,Norway,EMEA,Jonas,Bergulfsen,Medium
10417,66,100,2,7516.08,2005-05-13,Disputed,5,2,2005,Motorcycles,95,S101678,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Large
10383,38,60.06,10,2282.28,2005-02-22,Shipped,2,1,2005,Trains,58,S501514,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10174,48,93.34,3,4480.32,2003-11-06,Shipped,11,4,2003,TrucksandBuses,116,S181097,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Medium
10414,60,100,5,6107.4,2005-05-06,OnHold,5,2,2005,VintageCars,88,S243151,Gifts4AllAgescom,6175559555,8616SpinnakerDr,Boston,MA,51003,USA,NA,Juri,Yoshido,Medium
10207,25,100,11,3937.25,2003-12-09,Shipped,12,4,2003,ClassicCars,169,S183232,DiecastCollectables,6175552555,6251IngleLn,Boston,MA,51003,USA,NA,Valarie,Franco,Medium
10182,23,42.26,8,971.98,2003-11-12,Shipped,11,4,2003,VintageCars,41,S243969,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10126,38,100,10,3857,2003-05-28,Shipped,5,2,2003,TrucksandBuses,116,S181097,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Medium
10222,36,80.95,13,2914.2,2004-02-19,Shipped,2,1,2004,Ships,72,S7002610,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Small
10346,22,97.44,4,2143.68,2004-11-29,Shipped,11,4,2004,VintageCars,41,S243969,SignalGiftStores,7025551838,8489StrongSt,LasVegas,NV,83030,USA,NA,Sue,King,Small
10301,23,100,9,4011.66,2003-10-05,Shipped,10,4,2003,ClassicCars,169,S183232,NorwayGiftsByMailCo,4722121555,Drammensveien126APB744Sentrum,Oslo,"",N0106,Norway,EMEA,Jan,Klaeboe,Medium
10211,28,92.57,3,2591.96,2004-01-15,Shipped,1,1,2004,ClassicCars,79,S123990,AutoCanalPetit,147556555,25rueLauriston,Paris,"",75016,France,EMEA,Dominique,Perrier,Small
10152,25,65.31,4,1632.75,2003-09-25,Shipped,9,3,2003,ClassicCars,57,S241444,AustralianGiftNetworkCo,61738446555,31DuncanStWestEnd,SouthBrisbane,Queensland,4101,Australia,APAC,Tony,Calaghan,Small
10350,43,64.97,6,2793.71,2004-12-02,Shipped,12,4,2004,Ships,86,S183029,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10208,37,100,4,4447.4,2004-01-02,Shipped,1,1,2004,Ships,100,S7003505,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10124,42,53.88,5,2262.96,2003-05-21,Shipped,5,2,2003,VintageCars,60,S182248,SignalGiftStores,7025551838,8489StrongSt,LasVegas,NV,83030,USA,NA,Sue,King,Small
10314,23,76.22,2,1753.06,2004-10-22,Shipped,10,4,2004,Ships,86,S7001938,HeintzeCollectables,86213555,Smagsloget45,Aaarhus,"",8200,Denmark,EMEA,Palle,Ibsen,Small
10105,22,100,7,2556.18,2003-02-11,Shipped,2,1,2003,Ships,99,S7003962,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Small
10151,49,100,6,5412.54,2003-09-21,Shipped,9,3,2003,TrucksandBuses,122,S182319,OuluToySuppliesInc,981443655,Torikatu38,Oulu,"",90110,Finland,EMEA,Pirkko,Koskitalo,Medium
10342,40,100,2,6454.4,2004-11-24,Shipped,11,4,2004,ClassicCars,141,S181129,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10390,26,78.11,7,2030.86,2005-03-04,Shipped,3,1,2005,VintageCars,168,S182795,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10368,46,79.62,1,3662.52,2005-01-19,Shipped,1,1,2005,ClassicCars,85,S243191,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10108,40,100,1,5448.8,2003-03-03,Shipped,3,1,2003,ClassicCars,140,S243856,CruzSonsCo,6325553587,15McCallumStreetNatWestCenter1303,MakatiCity,"",1227MM,Philippines,Japan,Arnold,Cruz,Medium
10148,23,100,13,2702.04,2003-09-11,Shipped,9,3,2003,ClassicCars,141,S181129,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10162,37,38.98,7,1442.26,2003-10-18,Shipped,10,4,2003,VintageCars,41,S243969,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Small
10282,36,59.65,9,2147.4,2004-08-20,Shipped,8,3,2004,Trains,62,S323207,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10342,42,100,6,5013.54,2004-11-24,Shipped,11,4,2004,ClassicCars,140,S243856,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10117,33,100,9,6034.38,2003-04-16,Shipped,4,2,2003,ClassicCars,207,S121108,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Medium
10388,44,100,6,5951.44,2005-03-03,Shipped,3,1,2005,Motorcycles,150,S122823,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Medium
10207,46,100,12,6819.04,2003-12-09,Shipped,12,4,2003,TrucksandBuses,127,S242300,DiecastCollectables,6175552555,6251IngleLn,Boston,MA,51003,USA,NA,Valarie,Franco,Medium
10339,42,59.36,16,2493.12,2004-11-23,Shipped,11,4,2004,VintageCars,83,S243816,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10190,40,66.72,2,2668.8,2003-11-19,Shipped,11,4,2003,Motorcycles,81,S504713,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10175,28,100,6,2969.96,2003-11-06,Shipped,11,4,2003,TrucksandBuses,127,S242300,StylishDeskDecorsCo,1715550297,35KingGeorge,London,"",WX36FW,UK,EMEA,Ann,Brown,Small
10403,24,100,7,2434.56,2005-04-08,Shipped,4,2,2005,Motorcycles,95,S101678,UKCollectablesLtd,1715552282,BerkeleyGardens12Brewery,Liverpool,"",WX16LT,UK,EMEA,Elizabeth,Devon,Small
10321,26,100,13,4052.88,2004-11-04,Shipped,11,4,2004,ClassicCars,140,S243856,FunGiftIdeascom,5085552555,1785FirstStreet,NewBedford,MA,50553,USA,NA,Violeta,Benitez,Medium
10362,22,100,1,3877.06,2005-01-05,Shipped,1,1,2005,Motorcycles,150,S122823,TechnicsStoresInc,6505556809,9408FurthCircle,Burlingame,CA,94217,USA,NA,Juri,Hirano,Medium
10164,21,100,2,3536.82,2003-10-21,Resolved,10,4,2003,ClassicCars,147,S104962,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Medium
10188,32,65.42,5,2093.44,2003-11-18,Shipped,11,4,2003,Motorcycles,60,S182625,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Small
10149,34,100,11,5375.4,2003-09-12,Shipped,9,3,2003,VintageCars,170,S181749,SignalCollectiblesLtd,4155554312,2793FurthCircle,Brisbane,CA,94217,USA,NA,Sue,Taylor,Medium
10275,38,45.39,13,1724.82,2004-07-23,Shipped,7,3,2004,VintageCars,43,S501341,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Small
10401,42,76.03,3,3193.26,2005-04-03,OnHold,4,2,2005,Planes,84,S182581,TekniCollectablesInc,2015559350,7476MossRd,Newark,NJ,94019,USA,NA,William,Brown,Medium
10281,20,40.66,2,813.2,2004-08-19,Shipped,8,3,2004,ClassicCars,35,S242840,DiecastClassicsInc,2155551555,7586PomptonSt,Allentown,PA,70267,USA,NA,Kyung,Yu,Small
10204,47,96.32,8,4527.04,2003-12-02,Shipped,12,4,2003,ClassicCars,90,S242766,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10185,30,100,7,3170.7,2003-11-14,Shipped,11,4,2003,Ships,122,S242011,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10203,34,64.9,7,2206.6,2003-12-02,Shipped,12,4,2003,ClassicCars,61,S243371,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10386,32,94.34,17,3018.88,2005-03-01,Resolved,3,1,2005,Planes,80,S7003167,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10332,45,81.91,6,3685.95,2004-11-17,Shipped,11,4,2004,VintageCars,33,S241937,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10176,23,100,9,3114.89,2003-11-06,Shipped,11,4,2003,TrucksandBuses,115,S501392,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Medium
10266,35,76.61,15,2681.35,2004-07-06,Shipped,7,3,2004,ClassicCars,79,S123990,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Small
10363,46,88.45,6,4068.7,2005-01-06,Shipped,1,1,2005,ClassicCars,115,S124675,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Medium
10167,46,70.11,10,3225.06,2003-10-23,Cancelled,10,4,2003,Ships,72,S7002610,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Medium
10197,29,41.71,1,1209.59,2003-11-26,Shipped,11,4,2003,Planes,49,S721253,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Small
10135,48,100,5,6031.68,2003-07-02,Shipped,7,3,2003,ClassicCars,117,S123380,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10222,43,70.35,6,3025.05,2004-02-19,Shipped,2,1,2004,VintageCars,65,S243420,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Medium
10181,34,53.83,1,1830.22,2003-11-12,Shipped,11,4,2003,ClassicCars,50,S241628,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Small
10221,23,97,4,2231,2004-02-18,Shipped,2,1,2004,Ships,86,S7001938,PetitAuto,02555467,RueJosephBens532,Bruxelles,"",B-1180,Belgium,EMEA,Catherine,Dewey,Small
10344,45,100,1,7650,2004-11-25,Shipped,11,4,2004,VintageCars,170,S181749,MarseilleMiniAutos,91244555,12ruedesBouchers,Marseille,"",13008,France,EMEA,Laurence,Lebihan,Large
10420,60,64.67,11,3880.2,2005-05-29,InProcess,5,2,2005,ClassicCars,73,S241046,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Medium
10176,33,100,2,7474.5,2003-11-06,Shipped,11,4,2003,ClassicCars,207,S121108,LordineSouveniers,0522556555,StradaProvinciale124,ReggioEmilia,"",42100,Italy,EMEA,Maurizio,Moroni,Large
10276,38,83.79,4,3184.02,2004-08-02,Shipped,8,3,2004,ClassicCars,79,S123990,OnlineMiniCollectables,6175557555,7635SpinnakerDr,Brickhaven,MA,58339,USA,NA,Miguel,Barajas,Medium
10365,44,100,2,4984.32,2005-01-07,Shipped,1,1,2005,Motorcycles,81,S504713,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10165,50,100,1,5344.5,2003-10-22,Shipped,10,4,2003,Trains,100,S183259,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Medium
10136,36,100,1,5274.72,2003-07-04,Shipped,7,3,2003,ClassicCars,142,S181984,AlphaCognac,61776555,1rueAlsaceLorraine,Toulouse,"",31000,France,EMEA,Annette,Roulet,Medium
10233,36,70.67,3,2544.12,2004-03-29,Shipped,3,1,2004,Ships,66,S7001138,TekniCollectablesInc,2015559350,7476MossRd,Newark,NJ,94019,USA,NA,William,Brown,Small
10153,50,88.15,2,4407.5,2003-09-28,Shipped,9,3,2003,Ships,100,S7003505,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10167,29,83.86,8,2431.94,2003-10-23,Cancelled,10,4,2003,VintageCars,83,S243816,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Small
10290,45,100,1,5171.4,2004-09-07,Shipped,9,3,2004,VintageCars,97,S244258,AutoMotoClassicsInc,6175558428,16780PomptonSt,Brickhaven,MA,58339,USA,NA,Leslie,Taylor,Medium
10262,48,61.42,8,2948.16,2004-06-24,Cancelled,6,2,2004,Planes,68,S243949,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10228,33,100,6,3406.59,2004-03-10,Shipped,3,1,2004,VintageCars,97,S244258,CambridgeCollectablesCo,6175555555,4658BadenAv,Cambridge,MA,51247,USA,NA,Kyung,Tseng,Medium
10244,40,100,7,4684.8,2004-04-29,Shipped,4,2,2004,VintageCars,102,S181342,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10414,34,100,13,3533.62,2005-05-06,OnHold,5,2,2005,Ships,86,S7001938,Gifts4AllAgescom,6175559555,8616SpinnakerDr,Boston,MA,51003,USA,NA,Juri,Yoshido,Medium
10177,31,88.34,10,2738.54,2003-11-07,Shipped,11,4,2003,Ships,86,S7001938,CAFImports,34913728555,MerchantsHouse2730MerchantsQuay,Madrid,"",28023,Spain,EMEA,Jesus,Fernandez,Small
10104,24,100,8,3457.92,2003-01-31,Shipped,1,1,2003,ClassicCars,163,S182238,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10408,15,36.93,1,553.95,2005-04-22,Shipped,4,2,2005,VintageCars,41,S243969,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10103,31,100,3,3224.31,2003-01-29,Shipped,1,1,2003,TrucksandBuses,96,S321268,BaaneMiniImports,07989555,ErlingSkakkesgate78,Stavern,"",4110,Norway,EMEA,Jonas,Bergulfsen,Medium
10207,47,100,16,6658.02,2003-12-09,Shipped,12,4,2003,TrucksandBuses,121,S184600,DiecastCollectables,6175552555,6251IngleLn,Boston,MA,51003,USA,NA,Valarie,Franco,Medium
10119,28,48.17,6,1348.76,2003-04-28,Shipped,4,2,2003,Planes,49,S721253,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Small
10386,25,54.57,7,1364.25,2005-03-01,Resolved,3,1,2005,Planes,157,S181662,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10409,61,29.54,1,1801.94,2005-04-23,Shipped,4,2,2005,VintageCars,33,S241937,HandjiGiftsCo,652241555,VillageClose106LindenRoadSandown,Singapore,"",69045,Singapore,APAC,Wendy,Victorino,Small
10304,39,100,3,6396,2004-10-11,Shipped,10,4,2004,TrucksandBuses,136,S121666,AutoAssocCie,30598555,67avenuedelEurope,Versailles,"",78000,France,EMEA,Daniel,Tonini,Medium
10301,22,100,5,3223.44,2003-10-05,Shipped,10,4,2003,ClassicCars,132,S182870,NorwayGiftsByMailCo,4722121555,Drammensveien126APB744Sentrum,Oslo,"",N0106,Norway,EMEA,Jan,Klaeboe,Medium
10282,36,100,3,4174.92,2004-08-20,Shipped,8,3,2004,Trains,100,S183259,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10195,49,100,4,5161.17,2003-11-25,Shipped,11,4,2003,TrucksandBuses,115,S501392,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Medium
10340,29,100,6,4094.51,2004-11-24,Shipped,11,4,2004,Planes,118,S7002834,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Medium
10324,34,100,5,4248.3,2004-11-05,Shipped,11,4,2004,ClassicCars,101,S7002824,VitachromeInc,2125551500,2678KingstonRd,NYC,NY,10022,USA,NA,Michael,Frick,Medium
10201,25,100,1,4029,2003-12-01,Shipped,12,4,2003,Motorcycles,150,S122823,MiniWheelsCo,6505555787,5557NorthPendaleStreet,SanFrancisco,CA,"",USA,NA,Julie,Murphy,Medium
10105,38,100,13,4330.1,2003-02-11,Shipped,2,1,2003,Trains,100,S183259,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Medium
10142,49,98.25,1,4814.25,2003-08-08,Shipped,8,3,2003,VintageCars,88,S243151,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10339,27,84.39,10,2278.53,2004-11-23,Shipped,11,4,2004,Motorcycles,112,S241578,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10261,22,91.17,3,2005.74,2004-06-17,Shipped,6,2,2004,VintageCars,88,S243151,QuebecHomeShoppingNetwork,5145558054,43rueStLaurent,Montreal,Quebec,H1J1C3,Canada,NA,Jean,Fresnisre,Small
10137,31,100,4,5124.3,2003-07-10,Shipped,7,3,2003,ClassicCars,141,S183685,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10350,30,100,3,3023.1,2004-12-02,Shipped,12,4,2004,VintageCars,87,S184522,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10339,30,62.16,1,1864.8,2004-11-23,Shipped,11,4,2004,Motorcycles,60,S182625,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10386,44,86.4,15,3801.6,2005-03-01,Resolved,3,1,2005,Planes,74,S7004002,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10336,49,63.38,1,3105.62,2004-11-20,Shipped,11,4,2004,ClassicCars,173,S123891,LaCorneDabondanceCo,142342555,265boulevardCharonne,Paris,"",75012,France,EMEA,Marie,Bertrand,Medium
10425,28,100,3,5318.04,2005-05-31,InProcess,5,2,2005,ClassicCars,163,S182238,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Medium
10194,21,93.34,10,1960.14,2003-11-25,Shipped,11,4,2003,TrucksandBuses,116,S181097,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Small
10147,25,42.67,1,1066.75,2003-09-05,Shipped,9,3,2003,ClassicCars,37,S242972,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Small
